ID,trend,deviation,forecast
11,Constant,2,"[8.488590168466162, 9.795764299619599, 11.292373783506786, 11.3333204932891, 10.997528768569495, 10.56857605485106, 10.308163569373145, 8.057670575178555, 8.449274042425365, 9.492359352915265, 9.675861836138436, 10.430981528560004, 8.358320932408173, 10.534201483783718, 9.563055368630987, 9.145109227778494, 10.1631147716012, 10.404252626865834, 11.638231277587304, 11.67312339091723, 11.01062160354623, 10.30090736697649, 10.764253736911254, 8.606995552937061, 8.598560547909262, 10.326746748390965, 10.37823663342192, 9.39293829802872, 10.802282289651504, 11.774385239913652, 9.171021207886671, 8.778693992680422, 8.145254175732111, 9.426896791604555, 8.584337759233584, 11.701137403458002, 8.4788544044731, 8.898053288588514, 8.321646896349524, 11.800507365855324, 8.913589600140373, 10.457866036012378, 11.967935414859916, 9.141099437431755, 10.457004093351852, 9.765719083228234, 10.735098149072066, 9.0614948219717, 10.997228926411648, 8.839053295453644, 11.563669054165853, 11.607676275435313, 11.899342391580513, 8.678153533532566, 9.358699024252186, 9.61383077045032, 8.51364627993679, 9.867874808299891, 8.562719535542918, 8.504416977219073, 9.894277512214163, 9.010082506947736, 8.140957656941502, 10.507747751653739, 11.756540138598691, 9.360977138017297, 9.245970792404657, 8.088938210694383, 9.472757229130057, 9.854333956877598, 11.944497376519326, 9.607276023033466, 10.328277551883353, 9.438047858055477, 8.464225215225918, 11.534983107660848, 11.796662819120307, 9.429117434071518, 9.945876413665076, 9.178970506221507, 9.35850559821465, 9.762085955219359, 11.847257723472241, 10.737505014018634, 9.683194787530635, 11.969664153179071, 11.392026757375312, 9.22386995633679, 11.334714737877594, 10.137656650684706, 10.551003102499937, 11.77640039012224, 10.684012658192241, 10.60971213239479, 8.645372957968183, 9.966670032606775, 9.637523131716796, 10.640578959781074, 8.775397970540865, 8.847361978822567, 8.831027856688374, 9.82671285493617, 11.446434235316516, 8.47394373287398]"
12,Constant,2,"[10.787097179186553, 8.984715804814712, 11.70107767045987, 11.913981169963876, 8.303976585017034, 9.095863320656353, 10.350887925643095, 8.745101806018207, 10.976879548600895, 10.090129232655961, 8.956741924071377, 8.631017491628713, 11.343274380403129, 11.561629079649398, 8.53341649837607, 10.483479066579068, 11.567165050837225, 8.498145205928708, 8.59226763494863, 8.59095129399413, 8.004950226448457, 8.862471566371083, 10.10727511891518, 10.939608938423522, 9.909932011671229, 11.104179369977295, 11.844829123859252, 10.820175421153703, 9.478781148798964, 8.19848822937863, 11.775131062919762, 8.191180960382512, 9.218975301505592, 11.382480581925908, 8.420568431417905, 9.291167093029237, 8.798624377503572, 11.254986923191971, 8.626188511961654, 10.18196060447126, 11.310864892103726, 8.484819984952711, 8.115146072542833, 8.465695755314858, 8.808994116879532, 11.152151341932868, 9.53002182361945, 8.149644585350346, 8.605935302494661, 11.69310695586049, 9.351547105278797, 8.278112675811157, 9.19370384044977, 10.420108830371781, 11.989443621775095, 9.26628491080676, 8.818607213840533, 9.184406024534919, 11.242547423561282, 8.893467187166115, 9.098672251403455, 9.97864829622468, 11.69947544647975, 9.979503291722825, 10.486693115582675, 10.692760140686559, 8.71420411958826, 8.539731392544393, 11.959093280369123, 10.76413634228616, 9.966058418929823, 11.665780747246867, 9.49595400361116, 9.305869052221393, 9.31083095270698, 10.487638428425246, 9.091860520241013, 9.421463722074066, 11.774629760701696, 11.871150762331705, 10.404451282106058, 8.141853173428075, 9.434831534892126, 11.590616663046125, 9.33815159812039, 8.364425198097853, 11.798840288822294, 10.594689113865469, 8.0352126435176, 9.241763976541012, 11.162553022892219, 8.426942246999058, 8.787607135146093, 9.610124087547296, 8.574056024649527, 10.279429624877558, 11.406345842490122, 8.357516820017846, 11.727439499146165, 8.583263456622205, 9.451171453449108, 8.033962760390025, 11.386825743105844, 10.074366436809392]"
13,Constant,2,"[9.548432949885907, 8.755847311393175, 8.169642673660665, 10.487925835706827, 9.959771536590567, 8.205858217587139, 10.503959938227268, 11.220703138938184, 8.829361287583577, 10.784690779484784, 9.925504581075806, 11.995916078444713, 8.215148821426412, 9.195755277685198, 10.603591556879403, 11.729310584165964, 8.383194576245565, 11.116182317965343, 11.099516239541341, 8.82628175561252, 11.841786532038373, 8.431672302156999, 8.072323807889195, 9.371720848556361, 11.202959893881786, 11.472526860289973, 11.80479789405787, 9.537110820713796, 11.117584653744764, 9.62777485510959, 9.215030751480057, 9.541138870249767, 8.75708565156124, 9.723726302323241, 11.182066707805138, 8.066075136833255, 11.592740774415265, 11.00317621445371, 9.163777473044261, 8.498445751440107, 8.271977372072804, 9.83812031135522, 9.693184046221639, 10.478099412216173, 9.67266690341205, 10.819194724655222, 11.606833607324933, 9.451443456252061, 8.259936054614837, 8.322955012242089, 10.681112514882775, 8.955384053970258, 9.61507648270285, 9.859101920891977, 10.30230158305751, 10.522024213304958, 8.227541632525684, 9.458540387733951, 11.14798061612603, 8.2517774176411, 8.373988490874822, 11.673587716247777, 10.262942504883666, 10.457240060556842, 9.949033382981721, 8.46698579263047, 10.28745834567425, 9.422664098687594, 8.460476693705893, 8.299880115875041, 8.22865967133669, 9.531435155300025, 10.127302785116122, 10.42744104922965, 9.760601434024458, 10.929824572919141, 11.140939125336628, 11.092299491002569, 10.602052662068022, 11.29053214381771, 9.158988333956339, 8.600540684671408, 10.62738466853554, 8.859009493321167, 8.215473421369493, 10.594639005286048, 10.15286868894512, 10.990084821417238, 9.171040855046279, 11.838446756564744, 10.367961843327965, 10.34836246508753, 10.593837087963564, 8.752962802006106, 10.1257815638189, 8.940959835546577, 9.807062819768893, 10.042301534031349, 11.813292834787504, 10.321512651474032, 10.26837701221858, 8.636181310678829, 11.537948675532729, 11.538217270762338]"
14,Constant,2,"[11.67630856764153, 9.121004544087107, 8.088656672119196, 8.985273039422914, 11.157241914391898, 8.955355273263223, 11.552272716608286, 8.53324104086808, 10.334184198475196, 9.585099457456208, 9.285535379683683, 9.996731576634808, 8.627876224868295, 11.701530203502482, 11.804419573472181, 8.181033227584095, 9.463618522999433, 8.404442342966632, 11.970982604862979, 8.926465998887824, 10.54971424720082, 10.684414231406626, 11.344610395774318, 8.11990202133994, 8.235760649840781, 9.17300299189325, 11.3542489671545, 10.200514306979064, 9.757783763098876, 11.766787773153883, 11.49758422828548, 11.158715619296286, 8.961818926715381, 11.542102509871555, 8.136128619096432, 10.939698061867155, 9.2650250745053, 9.43284183688732, 8.739466281567069, 11.978455042162922, 8.020182117686428, 8.321916235142044, 9.19849638525374, 8.399735070131872, 9.258727209238273, 8.857852070338414, 11.17267184739206, 10.337896664528948, 10.80641265102479, 8.470394745953007, 10.574739633195003, 10.649116597072512, 9.02167400958998, 11.930505361814681, 9.739869685223137, 9.363554129928097, 9.822393528441264, 11.202656924936477, 10.250058177383611, 10.751520706451572, 11.450993321528378, 8.85622243014898, 10.586391054632678, 11.31907538965001, 9.805082016900613, 10.921572912991484, 9.4362600031803, 10.982619670082894, 11.162904637948973, 11.077652059462956, 8.44078825125671, 9.895448877607816, 11.717121385792485, 11.176600913250834, 10.394490056739162, 8.125082588508715, 8.433259764165273, 10.569299082595876, 8.939782800188283, 9.007839776665087, 9.216226544007753, 8.585553437301268, 9.78817230622121, 9.978353170548903, 11.033760446446358, 8.37813737348434, 9.72621625550229, 10.626267845040415, 9.416111674413681, 11.738998918967404, 10.703431865079345, 9.488757222116867, 8.165655070111889, 8.33378252724639, 8.685549942824174, 8.664858197930792, 9.328129123390186, 10.994233720777107, 10.791688840291254, 11.118818790579052, 8.401888105163941, 11.833963205476593, 10.175846929862479, 9.088768863442422]"
15,Constant,2,"[10.035331045249865, 11.415839425685832, 9.768088167950559, 10.527359797969115, 11.502870459356586, 11.710860556324329, 11.700588522178215, 8.19957672247051, 9.592404034887995, 8.80884821159837, 11.623546244718863, 10.167001915147917, 8.16116845514344, 9.6152910865773, 8.757049433113085, 11.807402479495535, 11.89236827688781, 9.295253113359504, 11.270139969769346, 9.658810645226474, 8.608190903166918, 8.642590727173786, 10.275095302991026, 11.368791725918754, 10.967115588110412, 10.165515238355756, 8.798384062859913, 8.04624003609367, 10.606064693008344, 11.552896625061429, 10.062269313812564, 9.80670358338645, 10.902162108650085, 8.77964754929097, 9.510453988686148, 10.304855254559275, 10.340919910091094, 10.96195662934926, 8.477877936999441, 9.554014095636425, 11.722442882457695, 9.914119445529764, 11.636260030497894, 10.608074889796304, 8.458180258309435, 9.315194694468193, 8.210757203344837, 10.782841401500864, 8.768551395336296, 10.048402327731313, 8.458100908758103, 8.541964211858742, 8.496026814527566, 10.377750950528467, 9.33899102260165, 10.365468596288046, 11.556533904577464, 10.249809778582943, 9.692424295402375, 11.555524033839172, 11.921217344595174, 10.074360450524779, 11.384355110302945, 9.204276233893353, 9.136243316525983, 9.582794637141006, 9.925489348602198, 8.012309984538126, 10.678885505503953, 8.884210568571106, 10.421738394000508, 9.529919405414532, 11.694983124499677, 11.600822236857518, 8.185551271640646, 11.498592417068252, 8.788459208840338, 8.730398377920247, 11.347590439831517, 9.849191379247266, 8.2529529766874, 8.777016447079376, 9.020382818719646, 11.893353216548267, 10.985830152196634, 8.021456245703096, 10.356044906241365, 10.596012396204305, 10.883920343294744, 8.087423848302613, 9.508480397745156, 11.382911235703789, 10.989075255062048, 9.937108790660373, 8.275300835813173, 9.245410723322223, 10.891495666221715, 9.030628190036108, 10.493594753050315, 10.856800618017857, 10.418022522086915, 9.903935776786664, 9.845115024442288, 10.873396812874315]"
16,Constant,2,"[10.273627400184944, 9.241277568619989, 8.700959598665136, 9.905210820728565, 10.907407826158856, 8.55878007054281, 8.659911255856779, 11.87450829168746, 9.23517211573335, 11.401106810038842, 9.078176506578519, 8.176184087679339, 8.666041144670912, 10.20707664397353, 8.094286352184033, 11.573356838986046, 11.377088240395786, 8.045535967234585, 9.012920670460861, 10.314557127520878, 8.873858143387984, 11.196094444224492, 8.526788451174532, 11.433076659240566, 8.98989632836616, 9.089223061878808, 8.853657210042684, 8.510055031126935, 9.024868959978994, 8.492092308999494, 10.420563890553034, 9.358510935178987, 10.172794507177695, 9.036743508189073, 9.615031668218235, 11.891115194542625, 10.70943323471155, 10.329152257559343, 8.751785864751888, 9.816389525688937, 8.79615197194499, 11.332033616134645, 8.873250669596315, 10.95657345596377, 11.134615863516975, 11.761008879319618, 11.219881636089724, 11.351435271138865, 11.941656319451534, 10.265146590855254, 9.024813354298765, 8.26967612310387, 10.60346416135192, 10.259118937798032, 8.924971126862534, 11.899483482288524, 11.388557708554334, 11.446836795050602, 11.99405262982567, 9.623914656570502, 9.111443048606297, 8.994564329662008, 9.114985293475634, 8.914198837420155, 8.773220805057576, 9.031762350111403, 8.806838661728088, 11.01523720273953, 9.176412257036827, 8.100938290508797, 9.028964845170556, 10.331591576633354, 8.772228356393523, 9.951021054465267, 11.123165721709661, 9.564709723427526, 9.731000185400706, 8.020765539571082, 10.341606686972566, 8.645991058191889, 9.294226887188621, 11.01880902442121, 11.904004598096922, 8.896061002600913, 9.906773536704003, 10.782064856757984, 8.66782294987075, 9.582214818134519, 8.728014562019034, 11.526431493601853, 9.101842292785198, 8.559347630128254, 10.8171285691457, 8.996132559397708, 9.03573519890174, 8.850406171015049, 11.494453511166348, 8.068440688879061, 10.242109424237736, 10.45467774726848, 10.952683320942535, 8.54318108379711, 10.770145694693365, 10.547526480675765]"
17,Constant,2,"[8.946554725242247, 9.321599094682927, 10.74055826522158, 8.833534723322698, 11.258080879633813, 10.948463910353873, 8.041844156798756, 8.198764815226756, 10.43666515481791, 10.01208019189335, 9.575271780199458, 10.755709398969529, 8.267344462868454, 8.141184604437196, 10.141872057607253, 9.586051679398238, 8.939618801694849, 8.202256920447482, 10.84604275024584, 8.207301689197052, 9.055417499690282, 8.884851811990547, 8.06781766742554, 11.645708755656798, 10.203106843720613, 9.796694821042653, 9.963697990171127, 11.391475892818121, 11.532380526359802, 9.914410089896457, 11.688226788696287, 8.720390908403559, 11.78377039192485, 8.074758471183081, 8.740854824255344, 11.683219824004357, 9.226603222580415, 9.053869420934799, 9.798325727476847, 8.857351254180665, 10.901849983011735, 8.926225035232388, 10.202996078152122, 9.785244946042859, 9.46084997218075, 11.569040326700865, 11.250265309287093, 10.40136565635812, 11.820696537839439, 9.16575909360105, 10.542557236397005, 8.26889049541215, 9.55892649315609, 11.414341964325548, 11.180751375194987, 8.104300645449877, 10.543550842158751, 11.29101332937889, 8.117891423347347, 8.39281329818602, 10.693340499446474, 8.317412391126682, 10.721985507882351, 10.826688714840273, 11.98274286781761, 11.365747002456075, 9.704694288637342, 11.741312399740444, 10.147986934903944, 9.425744064795712, 11.870871073563695, 8.372668334654673, 9.7656512780225, 10.101899989898726, 11.552407704631383, 10.230567834617561, 11.983771915978721, 8.296208693102102, 10.719776707943495, 11.454163208260457, 11.53755130383772, 10.838135042289466, 11.068569502809833, 11.143321823984834, 10.25899277607704, 10.31833992368696, 8.258475951856383, 8.94342428098848, 8.13894738374383, 8.07115562700788, 10.696049550048926, 10.987566348440424, 11.666581456796134, 11.197411503667723, 8.448006107137527, 8.97304032731967, 8.403717309854217, 11.429868434304383, 10.062268245083562, 10.11981821235156, 10.075545943948992, 11.388679052372204, 9.86209201745423, 8.934932128150287]"
18,Constant,2,"[10.616021784535407, 11.963897716320947, 8.635058509294062, 9.952453795085422, 8.937824730584964, 9.137414359519981, 10.554798776795746, 10.584244157448676, 10.361984292817937, 8.992299594476066, 10.8430954154879, 8.352603287588483, 11.591034555904262, 8.904516884227485, 8.127697903117848, 8.387052081110717, 8.664599944689794, 11.833150492320424, 10.169415715829464, 8.074872191017448, 8.931372115407566, 9.995842087442362, 10.95157943842283, 10.039912856385781, 10.002671220518726, 10.245569931254291, 8.789734982156968, 10.999516379269277, 11.941987151555777, 9.142169842903355, 10.632092305631085, 8.6301338159181, 11.294081484691471, 9.636995436655655, 11.634604434044505, 10.78922992668905, 11.176461401958127, 9.990662280612273, 11.402721197508635, 10.532368494903501, 8.49192298913023, 10.398921626190866, 8.092671644388297, 11.225160431174483, 8.713796831447855, 8.540439898164937, 9.468833231767348, 8.112333550397903, 11.681407098636614, 9.63447705563989, 9.91580368118611, 9.791401177592991, 10.815225324841865, 11.401466320826206, 8.358383588260075, 9.003665354961097, 10.495603101848232, 10.135148457732779, 10.139773484662419, 9.117042537058712, 8.27485702198719, 11.399175874078256, 9.797352543083798, 10.028567352198458, 10.53972533945483, 11.360805297742687, 10.850231327225487, 10.203630367930252, 9.644029203328222, 10.653520682604867, 11.051389807791558, 8.981112144182594, 9.896806698134789, 8.385609904471469, 9.186189248510019, 9.374746445165009, 10.223300631869101, 8.515062366673535, 11.497129207710342, 8.133935389154384, 8.079967003491857, 9.741529834833084, 11.107124644571424, 8.470023623239065, 11.630673654816029, 8.147747048960646, 10.615641574701518, 9.515269605649344, 8.00764970977106, 11.113061511195234, 8.771571144535953, 9.39826198255692, 9.951124459920617, 11.769935581126306, 11.935093563861571, 8.278130456251894, 9.561637637243363, 11.143168820127297, 10.55968665084762, 9.886246059610224, 10.024031104956679, 8.768050787316845, 9.19155252758594, 10.156640701646857]"
19,Constant,2,"[11.469713819476276, 9.696833710388894, 11.820875471499386, 9.633747324264608, 11.475223485631698, 8.774119124023665, 10.208794605523282, 8.863352814651392, 9.867015807446109, 11.150784227150652, 11.498022231046289, 11.470454480869375, 11.877837852652736, 8.828532300445417, 10.647889635163736, 11.782486094654036, 10.428750695805729, 9.28388450387489, 9.100022490327028, 9.493748218623157, 11.856307453402806, 10.15009856703492, 10.674233430561538, 8.246415068649913, 10.25578932346356, 8.66624955127768, 9.646455946330907, 11.826304510020346, 10.522824269746124, 10.249380290726664, 8.685562452894622, 10.473770981006782, 9.153611888910227, 11.538844818616155, 8.733620683786066, 9.173710094021148, 11.980366782058777, 11.332886912324353, 8.994961735563756, 8.777720208239536, 9.233403970382145, 8.09224237243873, 11.39664895845254, 9.960089163991611, 9.500346143799655, 11.053804007761665, 10.904898590005942, 8.81834723813983, 9.709965415920903, 9.846425382850043, 8.460455590891481, 9.168383656327041, 10.473671851843692, 8.953313687035388, 9.71246886493116, 8.687989027967966, 8.772819391949387, 9.406139140532417, 10.532709540132974, 8.506019613808768, 11.414102453841867, 10.784950551463414, 10.536080056145178, 10.387340102624101, 9.799798947760426, 11.673294715953762, 10.435164845455134, 10.789821975950673, 8.634631084307816, 10.83480253979237, 8.374749157864635, 11.369836464029447, 10.058742448613632, 8.189394806098296, 8.24619608092817, 10.722490940613437, 9.860012473782128, 10.221239853627946, 8.64745186870617, 11.42079745827974, 8.753250758821975, 8.823122253893576, 9.806275588203693, 9.051523890756645, 10.018910595516374, 11.158168282117064, 9.475660672765684, 10.120401537945991, 8.362937999408583, 8.366592298012495, 10.094270844988923, 9.243830459400801, 9.906174803314183, 11.240106891529312, 9.633549740162552, 11.98706508260181, 11.229244242530404, 9.49545555223197, 8.936864524439914, 9.138847527777507, 9.044803902140057, 10.243190125290344, 11.827311462753016, 11.565446887513097]"
20,Constant,2,"[9.164639487376839, 8.772345863798943, 9.376110076972758, 11.857055426037855, 9.44446278589179, 10.952194332395138, 11.775645383243027, 8.837744043298228, 8.15682826960756, 10.295999204145776, 10.543853328859036, 9.17370674224653, 11.685956615286257, 11.916876983068939, 8.113648371026244, 11.680974109235303, 9.227256020451534, 8.587858360356229, 9.907109281338382, 8.158669683444217, 8.462037286489728, 11.742111791516825, 11.753479241305632, 8.408002909903882, 11.44877058010123, 11.768972062321033, 10.67880526180755, 10.85215123344216, 8.494211341307171, 10.950844230670667, 11.181672353841748, 11.022254568241895, 11.756179980639784, 10.364934598097062, 10.30100080693045, 8.204617509519977, 9.355238597160326, 8.665860443437065, 9.337987232479179, 11.557708563143212, 9.42580519996132, 9.614753656169551, 10.624279128089341, 10.215639589978572, 11.635460954687927, 11.726775893220633, 11.59097080189401, 9.227735130725993, 9.511952298340823, 10.83947672449581, 11.084496912891746, 10.465067270022391, 11.43324826609474, 8.43468022467335, 11.341611396845401, 8.322251830478304, 11.68015344804612, 8.242524820076621, 10.789004639122275, 9.901573840813667, 8.301212180328681, 11.279461483434233, 9.969599818103228, 10.113057816588856, 11.940958312395916, 10.051751436781647, 9.513911037588693, 8.017502396206467, 10.036900854759473, 11.13828630771757, 10.188828282796308, 11.747903298552803, 10.8188786954261, 11.945833650011092, 11.38756122339842, 11.112046116131298, 8.421605709852129, 8.819094537287697, 11.532350112377054, 10.20815221413249, 10.152368017456869, 10.143875157846537, 10.337005955275925, 10.080921832803321, 8.415259607675994, 10.826572183818321, 10.371366350712243, 10.136692238488799, 8.383126393629368, 8.045973574735157, 9.876908228310885, 11.857642329837745, 10.494538876994973, 10.857611688348612, 9.136255538429044, 10.002958977342058, 9.212502587972134, 10.56221249203233, 9.944711455250651, 11.84562977048431, 8.921307318257027, 8.054796006919084, 11.473465074659416, 9.576658931639539]"
21,Constant,2,"[10.944037786212041, 11.392483707631431, 11.58867557793604, 9.206993817019885, 10.155830962847517, 11.249933052528622, 9.747526580897727, 11.291491736607442, 8.821360665808257, 10.3712475308409, 9.946433578437018, 9.991986516678868, 11.58436773791124, 10.097684300539342, 9.232533301594906, 11.981927416791885, 9.032107276972798, 11.631389881168772, 8.029017805021562, 10.609213159772953, 11.319976584177999, 8.813297279681475, 8.628388454461799, 9.111758047203013, 11.98690933601645, 10.71243388276828, 8.248197687067716, 8.664193407105673, 8.059313951658186, 9.26439828484239, 10.103744708636757, 11.820701752728647, 8.937464209605313, 11.635472074662598, 11.852664789982551, 9.597695550169334, 11.065305937387748, 11.032174821173896, 8.12555518589956, 9.544182650922554, 9.360494739698675, 10.358231393376126, 10.140701058685867, 8.174314727083905, 10.766582393171063, 8.672930278506104, 8.785573462802692, 11.430710020611464, 8.344926292924576, 10.930964017788064, 10.280431804821646, 10.608362797303386, 10.629345770012957, 9.321251219057352, 8.3387245261638, 9.37812525855342, 8.162135801739385, 10.058536279357853, 11.101318159285064, 9.550281561583557, 8.505776511287559, 11.00189269387748, 8.455424556558654, 11.444295843895091, 10.785959942194403, 9.804060650672799, 10.995789112168115, 11.83573037219583, 9.339505790457949, 11.031138208512626, 8.548117718474828, 9.202810040474903, 9.693821326296668, 10.549689046573329, 10.006432193303294, 11.134863392988201, 10.19942413729261, 8.294118779138683, 8.825655880435068, 10.829876542536239, 8.763832641538796, 11.171182214861048, 10.219493859606994, 10.553212810915323, 9.290833614503214, 10.247909008282063, 8.935076091039221, 9.387104848268997, 10.709204794103222, 8.406974218805832, 9.819082283604658, 11.280483699505751, 8.217937353310354, 11.207110776274392, 8.233515658576728, 10.452363588370865, 8.734609429186628, 9.005274911252744, 10.181428071302433, 9.456449433866194, 8.900480911316407, 9.167992191463357, 8.720494334236754, 9.721644386601007]"
22,Constant,2,"[10.494421835741868, 11.367307472744283, 11.804150371073103, 11.19072733426759, 9.146436345182975, 9.014731998182222, 9.107559393976594, 8.714390386481327, 10.943444123575937, 11.41063853772234, 10.573271289163468, 10.744120731871018, 9.215802530898774, 10.702985295712352, 9.126064614568723, 9.165535347219874, 11.195472192551577, 10.011187032727756, 11.533509377148732, 10.06898597265633, 11.096683762458671, 11.251872923369614, 11.436503209142359, 11.580556646057275, 9.924657653295307, 9.920940486617772, 11.679866857914597, 11.619506769561962, 10.488032562616468, 9.380587674123127, 11.414979967715848, 10.401859218077355, 8.419500983649414, 10.667769010835134, 11.89205586868027, 11.671663662657458, 11.197115074571734, 11.592502100494517, 8.839865384482005, 11.299827159307702, 10.6878623128984, 10.201685476791777, 11.90517130783458, 11.654130310471748, 8.565362899101995, 11.663819606798972, 10.45102628072414, 10.453484138753447, 9.793878646718827, 9.811436605081322, 8.340043323353456, 8.113972139711736, 10.688251302643117, 11.32486046236677, 8.728543788472559, 9.08915122441373, 9.316206702334135, 10.37390880931678, 10.907213482933937, 8.531348784263695, 10.111039969262489, 9.561362778595562, 10.574917063044653, 9.984265923706774, 8.626240461326319, 10.87848381982315, 10.819242784284667, 10.480376283716172, 8.05950591000137, 11.836143473674273, 11.57779491530189, 9.743755480678516, 9.884983970139583, 9.543502367754124, 9.824823129676352, 9.024122366733323, 9.45711184993039, 9.356928252918673, 9.13648328224162, 8.393253472583634, 10.63262016606243, 8.8538936355305, 11.172417778687176, 8.77783365061013, 10.381003221171412, 10.739620016989186, 11.503088663074044, 11.045880380971026, 9.040261950298477, 10.26717244639533, 9.974444326904354, 9.860440721652367, 8.875417153186797, 8.97270386016859, 8.197969119036054, 10.240944944042152, 9.34151428586137, 11.86114756287999, 9.75619967385635, 9.231849377494939, 11.09802339253654, 10.24518902870684, 8.714950494703103, 11.230626651831834]"
23,Constant,2,"[11.20085113348327, 11.358062653456031, 10.130834702688475, 8.402687676093773, 9.630108687151182, 8.120933303438498, 10.861100590196875, 8.595950764166826, 10.826760042627946, 9.637619762116756, 10.449810154952516, 10.042011513758453, 10.02550558625266, 10.91159385495708, 11.924192805139405, 11.33821148878864, 9.802736402111885, 10.59164211184514, 8.131741556126432, 8.343227500329128, 8.05038371401594, 11.179723377778359, 10.639859478222352, 11.41957561911562, 8.907469349203609, 9.336846987062312, 10.949122532029225, 11.797897032501286, 9.2895682093155, 11.69850437996699, 9.90856690352487, 9.450987163956718, 11.503008501665121, 11.679576040951902, 9.626372946572298, 10.716498428773924, 8.752040246336525, 11.592332030823973, 10.562852339671915, 8.09568751959662, 11.122419980860618, 10.325278595983459, 8.758939036603785, 8.110545034630183, 9.519689335378793, 11.01420102244341, 8.32245601889688, 8.515138082711161, 8.775973587964435, 11.545625948501268, 8.176404781783283, 8.190777774968222, 9.815466584131592, 9.138199568697779, 10.952718682116256, 9.579518656281564, 10.93218988233274, 9.072453334378825, 9.614879699922616, 10.937089092740827, 8.691377665189888, 9.714752335146677, 11.44302074582315, 8.90695780721828, 10.802966463522704, 8.823566607225764, 8.673134796308712, 11.004370404983991, 8.68395118729881, 9.515454526688298, 9.269626598645752, 9.421488073783097, 10.04070973205882, 11.305592389964268, 10.229384575007604, 11.160186003404167, 8.968160754822343, 8.96695756311304, 8.974022528366191, 9.260003859553347, 9.309486469089553, 8.415507716659295, 10.462413286774911, 8.820438417000066, 11.901574625046468, 8.948032095162937, 9.461235229000797, 10.118208422602983, 11.7804543797657, 8.56242116185423, 8.109672204713705, 9.762947141760446, 11.393528341947231, 11.812308068295236, 11.336727688210967, 9.18262688529975, 10.366843966189432, 8.604811652558425, 10.890938616919714, 11.769015866639245, 8.471613788089142, 8.28158183335929, 10.043594498563008, 8.908802933013046]"
